Run_ID,transaction_id,sequence_id,sequence_name,txn_type,start_time_ns,end_time_ns,clock_cycle,channel_id,src_id,dst_id,priority,addr,wdata,rdata,expected_data,observed_data,checker_result,error_id,opcode,PADDR,PWRITE,PWDATA,PRDATA,PSEL,PENABLE,PREADY,PSLVERR,PSTRB,uart_tx_byte,uart_rx_byte,parity_error,framing_error,irq_out
RUN-000405,RUN-000405-T0007,RUN-000405-S01,backpressure_seq,WRITE,67144,67352,6714,2,3,0,1,0x6c1c,0xd681d644,,0xd681d644,0xd681d644,MATCH,,APB_WR,0x6c1c,1,0xd681d644,,1,1,1,0,0x7,0xc3,0x3b,0,0,0
RUN-000405,RUN-000405-T0008,RUN-000405-S02,backpressure_seq,READ,112634,112666,11263,0,3,3,0,0xa87b,,0x58a65fb7,0x58a65fb7,0x58a65fb7,MATCH,,APB_RD,0xa87b,0,,0x58a65fb7,2,1,1,0,,0x37,0x7b,0,0,0
RUN-000405,RUN-000405-T0009,RUN-000405-S02,backpressure_seq,WRITE,115318,115603,11531,1,0,3,3,0x2093,0xdc0b58ad,,0xdc0b58ad,0xdc0b58ad,MATCH,,APB_WR,0x2093,1,0xdc0b58ad,,3,1,1,0,0x9,0xbb,0x78,0,0,0
RUN-000406,RUN-000406-T0000,RUN-000406-S00,parity_stress_seq,WRITE,12245,12490,1224,10,0,0,2,0x9312,0x8f552a95,,0x8f552a95,0x8f552a95,MATCH,,APB_WR,0x9312,1,0x8f552a95,,12,1,1,0,0xb,0x94,0xee,0,0,0
RUN-000406,RUN-000406-T0001,RUN-000406-S00,parity_stress_seq,WRITE,15470,15835,1547,11,3,3,0,0x5afe,0x6b96d50e,,0x6b96d50e,0x6b96d50e,MATCH,,APB_WR,0x5afe,1,0x6b96d50e,,2,1,1,0,0xb,0x91,0x75,0,0,0
RUN-000406,RUN-000406-T0002,RUN-000406-S00,parity_stress_seq,READ,37927,38173,3792,9,2,2,3,0x76a8,,0x345caf5c,0x345caf5c,0x345caf5c,MATCH,,APB_RD,0x76a8,0,,0x345caf5c,8,1,1,0,,0xaf,0x48,0,0,0
RUN-000406,RUN-000406-T0003,RUN-000406-S00,parity_stress_seq,WRITE,63981,64137,6398,10,0,2,2,0x9f17,0x7ede4c47,,0x7ede4c47,0x7ede4c47,MATCH,,APB_WR,0x9f17,1,0x7ede4c47,,6,1,1,0,0xb,0xc2,0x65,0,0,0
RUN-000406,RUN-000406-T0004,RUN-000406-S01,parity_stress_seq,READ,137275,137490,13727,4,3,3,2,0x9578,,0x792f2267,0x792f2267,0x792f2267,MATCH,,APB_RD,0x9578,0,,0x792f2267,7,1,1,0,,0x8e,0x25,0,0,0
RUN-000406,RUN-000406-T0005,RUN-000406-S01,parity_stress_seq,READ,147152,147380,14715,1,3,1,3,0x3e30,,0xcb7762e2,0xcb7762e2,0xcb7762e2,MATCH,,APB_RD,0x3e30,0,,0xcb7762e2,13,1,1,0,,0xb2,0xa1,0,0,0
RUN-000406,RUN-000406-T0006,RUN-000406-S01,parity_stress_seq,WRITE,149856,149979,14985,10,1,1,1,0x8af6,0x4a78739b,,0x4a78739b,0x4a78739b,MATCH,,APB_WR,0x8af6,1,0x4a78739b,,2,1,1,0,0xf,0x2d,0xd1,0,0,0
RUN-000406,RUN-000406-T0007,RUN-000406-S01,parity_stress_seq,WRITE,167521,167731,16752,14,0,0,3,0x173b,0x27efc9cb,,0x27efc9cb,0x27efc9cb,MATCH,,APB_WR,0x173b,1,0x27efc9cb,,3,1,1,0,0x6,0x4b,0x81,0,0,0
RUN-000406,RUN-000406-T0008,RUN-000406-S02,parity_stress_seq,WRITE,236675,237013,23667,7,1,1,2,0x20d5,0x221c0f0a,,0x221c0f0a,0x221c0f0a,MATCH,,APB_WR,0x20d5,1,0x221c0f0a,,13,1,1,0,0x5,0x97,0xe9,0,0,0
RUN-000406,RUN-000406-T0009,RUN-000406-S02,parity_stress_seq,WRITE,295623,295665,29562,3,1,2,0,0x794c,0xf3d6650f,,0xf3d6650f,0xf3d6650f,MATCH,,APB_WR,0x794c,1,0xf3d6650f,,7,1,1,0,0x2,0x38,0x8a,0,0,0
RUN-000407,RUN-000407-T0000,RUN-000407-S00,irq_storm_seq,WRITE,107544,107682,2688,2,1,0,3,0x176c,0x8dbbc2da,,0x8dbbc2da,0x8dbbc2da,MATCH,,APB_WR,0x176c,1,0x8dbbc2da,,2,1,1,0,0x4,0x9e,0xfe,0,0,0
RUN-000407,RUN-000407-T0001,RUN-000407-S00,irq_storm_seq,WRITE,121578,121698,3039,2,2,2,3,0x3e84,0xf47d132c,,0xf47d132c,0xf47d132c,MATCH,,APB_WR,0x3e84,1,0xf47d132c,,4,1,1,0,0x4,0xc4,0x38,0,0,0
RUN-000407,RUN-000407-T0002,RUN-000407-S00,irq_storm_seq,READ,162373,162727,4059,1,2,0,0,0xb3b1,,0xcc342a11,0xcc342a11,0xcc342a11,MATCH,,APB_RD,0xb3b1,0,,0xcc342a11,2,1,1,0,,0xde,0x33,0,0,0
RUN-000407,RUN-000407-T0003,RUN-000407-S00,irq_storm_seq,WRITE,221194,221444,5529,0,3,3,3,0xd394,0xeb503973,,0xeb503973,0xeb503973,MATCH,,APB_WR,0xd394,1,0xeb503973,,4,1,1,0,0x3,0x53,0xd0,0,0,0
RUN-000407,RUN-000407-T0004,RUN-000407-S01,irq_storm_seq,WRITE,234277,234600,5856,2,3,0,0,0x2e78,0xc91917e6,,0xc91917e6,0xc91917e6,MATCH,,APB_WR,0x2e78,1,0xc91917e6,,2,1,1,0,0x0,0xc3,0x8d,0,0,0
RUN-000407,RUN-000407-T0005,RUN-000407-S01,irq_storm_seq,WRITE,295006,295232,7375,2,1,1,1,0x19df,0xe76ddd5d,,0xe76ddd5d,0xe76ddd5d,MATCH,,APB_WR,0x19df,1,0xe76ddd5d,,3,1,1,0,0xb,0x18,0x78,0,0,0
RUN-000407,RUN-000407-T0006,RUN-000407-S01,irq_storm_seq,WRITE,319367,319404,7984,2,0,2,0,0xdad2,0x56703629,,0x56703629,0x56703629,MATCH,,APB_WR,0xdad2,1,0x56703629,,1,1,1,0,0xf,0xc3,0xd8,0,0,0
RUN-000407,RUN-000407-T0007,RUN-000407-S01,irq_storm_seq,WRITE,325065,325374,8126,1,3,2,2,0x1cf7,0x10b36c24,,0x10b36c24,0x10b36c24,MATCH,,APB_WR,0x1cf7,1,0x10b36c24,,1,1,1,0,0x2,0xde,0x77,0,0,0
RUN-000407,RUN-000407-T0008,RUN-000407-S02,irq_storm_seq,READ,352696,352899,8817,2,0,1,3,0x6a7d,,0x018806dc,0x018806dc,0x018806dc,MATCH,,APB_RD,0x6a7d,0,,0x018806dc,3,1,1,0,,0x12,0x60,0,0,0
RUN-000407,RUN-000407-T0009,RUN-000407-S02,irq_storm_seq,WRITE,372985,373070,9324,0,2,0,0,0x1067,0x585864d8,,0x585864d8,0x585864d8,MATCH,,APB_WR,0x1067,1,0x585864d8,,1,1,1,0,0xc,0x8d,0x84,0,0,0
RUN-000408,RUN-000408-T0000,RUN-000408-S00,uart_loopback_seq,READ,51002,51151,10200,3,2,1,0,0xe099,,0xb8283948,0xb8283948,0xb8283948,MATCH,,APB_RD,0xe099,0,,0xb8283948,1,1,1,0,,0x13,0xba,0,0,0
RUN-000408,RUN-000408-T0001,RUN-000408-S00,uart_loopback_seq,WRITE,57519,57560,11503,6,0,2,0,0x89c3,0x273b5c0d,,0x273b5c0d,0x273b5c0d,MATCH,,APB_WR,0x89c3,1,0x273b5c0d,,2,1,1,0,0x0,0xc5,0x79,0,0,0
RUN-000408,RUN-000408-T0002,RUN-000408-S00,uart_loopback_seq,WRITE,64910,64968,12982,7,1,2,2,0x229e,0xcf98e437,,0xcf98e437,0xcf98e437,MATCH,,APB_WR,0x229e,1,0xcf98e437,,6,1,1,0,0xf,0xfc,0x0d,0,0,0
RUN-000408,RUN-000408-T0003,RUN-000408-S00,uart_loopback_seq,READ,67426,67753,13485,3,2,3,1,0xe639,,0x15f805bc,0x15f805bc,0x15f805bc,MATCH,,APB_RD,0xe639,0,,0x15f805bc,1,1,1,0,,0x9c,0xec,0,0,0
RUN-000408,RUN-000408-T0004,RUN-000408-S01,uart_loopback_seq,WRITE,73784,73947,14756,6,1,1,1,0x488e,0x698d38ca,,0x698d38ca,0x698d38ca,MATCH,,APB_WR,0x488e,1,0x698d38ca,,2,1,1,0,0xd,0x59,0xa6,0,0,0
RUN-000408,RUN-000408-T0005,RUN-000408-S01,uart_loopback_seq,WRITE,79367,79549,15873,3,3,0,1,0x8234,0x470507be,,0x470507be,0x470507be,MATCH,,APB_WR,0x8234,1,0x470507be,,6,1,1,0,0xd,0xf6,0x38,0,0,0
RUN-000408,RUN-000408-T0006,RUN-000408-S01,uart_loopback_seq,READ,146137,146242,29227,3,3,0,3,0xcd29,,0x08adc9b3,0x08adc9b3,0x08adc9b3,MATCH,,APB_RD,0xcd29,0,,0x08adc9b3,3,1,1,0,,0x5d,0x72,0,0,0
RUN-000408,RUN-000408-T0007,RUN-000408-S01,uart_loopback_seq,WRITE,149018,149100,29803,0,2,3,3,0xef9d,0x0ec0a03a,,0x0ec0a03a,0x0ec0a03a,MATCH,,APB_WR,0xef9d,1,0x0ec0a03a,,7,1,1,0,0x5,0x9b,0x67,0,0,0
RUN-000408,RUN-000408-T0008,RUN-000408-S02,uart_loopback_seq,WRITE,158035,158175,31607,2,0,0,0,0x47c0,0x07db155b,,0x07db155b,0x07db155b,MATCH,,APB_WR,0x47c0,1,0x07db155b,,1,1,1,0,0x9,0x8f,0x81,0,0,0
RUN-000408,RUN-000408-T0009,RUN-000408-S02,uart_loopback_seq,WRITE,186669,186914,37333,5,2,3,0,0x535f,0xfddf4073,,0xfddf4073,0xfddf4073,MATCH,,APB_WR,0x535f,1,0xfddf4073,,8,1,1,0,0x5,0x9c,0x00,0,0,0
RUN-000409,RUN-000409-T0000,RUN-000409-S00,backpressure_seq,WRITE,12755,12923,1275,0,3,0,0,0x8426,0xad2576ff,,0xad2576ff,0xad2576ff,MATCH,,APB_WR,0x8426,1,0xad2576ff,,2,1,1,0,0xb,0xcf,0x18,0,0,0
RUN-000409,RUN-000409-T0001,RUN-000409-S00,backpressure_seq,WRITE,17615,17954,1761,1,0,2,0,0x3874,0x24354e48,,0x24354e48,0x24354e48,MATCH,,APB_WR,0x3874,1,0x24354e48,,2,1,1,0,0xf,0xb6,0x59,0,0,0
RUN-000409,RUN-000409-T0002,RUN-000409-S00,backpressure_seq,WRITE,42535,42854,4253,1,1,2,2,0x83c4,0xe1cefb05,,0xe1cefb05,0xe1cefb05,MATCH,,APB_WR,0x83c4,1,0xe1cefb05,,1,1,1,0,0xf,0x50,0x80,0,0,0
RUN-000409,RUN-000409-T0003,RUN-000409-S00,backpressure_seq,WRITE,48913,49078,4891,1,1,1,0,0xfc6a,0x4e2e1fc9,,0x4e2e1fc9,0x4e2e1fc9,MATCH,,APB_WR,0xfc6a,1,0x4e2e1fc9,,2,1,1,0,0x8,0x15,0x71,0,0,0
RUN-000409,RUN-000409-T0004,RUN-000409-S01,backpressure_seq,READ,53041,53131,5304,1,1,1,2,0xde2c,,0xb9e0a10e,0xb9e0a10e,0xb9e0a10e,MATCH,,APB_RD,0xde2c,0,,0xb9e0a10e,1,1,1,0,,0x66,0xdf,0,0,0
RUN-000409,RUN-000409-T0005,RUN-000409-S01,backpressure_seq,WRITE,58023,58342,5802,1,1,2,2,0xf6ed,0x1dacf276,,0x1dacf276,0x1dacf276,MATCH,,APB_WR,0xf6ed,1,0x1dacf276,,1,1,1,0,0xc,0x05,0x71,0,0,0
RUN-000409,RUN-000409-T0006,RUN-000409-S01,backpressure_seq,WRITE,59866,59963,5986,1,1,3,0,0xd317,0x306d6257,,0x306d6257,0x206d6257,MISMATCH,B_UART_0x24,APB_WR,0xd317,1,0x306d6257,,1,1,1,0,0x6,0xc5,0xfd,1,1,0
RUN-000409,RUN-000409-T0007,RUN-000409-S01,backpressure_seq,WRITE,63954,64122,6395,0,3,1,0,0x0465,0xd00cc73c,,0xd00cc73c,0xd00cc73c,MATCH,,APB_WR,0x0465,1,0xd00cc73c,,2,1,1,0,0xf,0xe4,0x77,0,0,0
RUN-000409,RUN-000409-T0008,RUN-000409-S02,backpressure_seq,WRITE,64658,64903,6465,0,2,2,3,0xdccd,0x3539ea71,,0x3539ea71,0x3539ea71,MATCH,,APB_WR,0xdccd,1,0x3539ea71,,1,1,1,0,0x2,0x3e,0xc0,0,0,0
RUN-000409,RUN-000409-T0009,RUN-000409-S02,backpressure_seq,WRITE,67162,67345,6716,1,0,1,0,0x4889,0x72f4b8e9,,0x72f4b8e9,0x72f4b8e9,MATCH,,APB_WR,0x4889,1,0x72f4b8e9,,2,1,1,0,0xb,0x66,0x6c,0,0,0
RUN-000410,RUN-000410-T0000,RUN-000410-S00,reg_sweep_seq,WRITE,47261,47588,2363,10,3,3,0,0x2e0e,0xa766da37,,0xa766da37,0xa766da37,MATCH,,APB_WR,0x2e0e,1,0xa766da37,,3,1,1,0,0x5,0x65,0x80,0,0,0
RUN-000410,RUN-000410-T0001,RUN-000410-S00,reg_sweep_seq,READ,88567,88783,4428,7,1,0,2,0xe3a6,,0x32101750,0x32101750,0x32101750,MATCH,,APB_RD,0xe3a6,0,,0x32101750,11,1,1,0,,0x83,0x48,0,0,0
RUN-000410,RUN-000410-T0002,RUN-000410-S00,reg_sweep_seq,WRITE,94407,94658,4720,1,1,3,1,0x5c1b,0x7beda0b8,,0x7beda0b8,0x7beda0b8,MATCH,,APB_WR,0x5c1b,1,0x7beda0b8,,6,1,1,0,0xe,0xd0,0x2d,0,0,0
RUN-000410,RUN-000410-T0003,RUN-000410-S00,reg_sweep_seq,READ,155716,155755,7785,14,3,1,0,0x627a,,0x6d013a79,0x6d013a79,0x6d013a79,MATCH,,APB_RD,0x627a,0,,0x6d013a79,5,1,1,0,,0x58,0x1e,0,0,0
RUN-000410,RUN-000410-T0004,RUN-000410-S01,reg_sweep_seq,READ,229522,229593,11476,6,3,3,2,0xb088,,0x27921097,0x27921097,0x27921097,MATCH,,APB_RD,0xb088,0,,0x27921097,14,1,1,0,,0xef,0xc7,0,0,0
RUN-000410,RUN-000410-T0005,RUN-000410-S01,reg_sweep_seq,WRITE,242615,242884,12130,2,2,1,2,0xc304,0xdb4ab931,,0xdb4ab931,0xdb4ab931,MATCH,,APB_WR,0xc304,1,0xdb4ab931,,5,1,1,0,0x9,0xb0,0xb4,0,0,0
RUN-000410,RUN-000410-T0006,RUN-000410-S01,reg_sweep_seq,READ,257529,257827,12876,0,2,2,2,0x2e64,,0x49a6ca80,0x49a6ca80,0x49a6ca80,MATCH,,APB_RD,0x2e64,0,,0x49a6ca80,3,1,1,0,,0xc6,0xa7,0,0,0
RUN-000410,RUN-000410-T0007,RUN-000410-S01,reg_sweep_seq,READ,262671,262713,13133,7,2,2,3,0xf74a,,0x7aa2cb16,0x7aa2cb16,0x7aa2cb16,MATCH,,APB_RD,0xf74a,0,,0x7aa2cb16,2,1,1,0,,0x36,0x31,0,0,0
RUN-000410,RUN-000410-T0008,RUN-000410-S02,reg_sweep_seq,WRITE,265851,266003,13292,10,3,1,3,0x49ef,0xb1606df5,,0xb1606df5,0xb1606df5,MATCH,,APB_WR,0x49ef,1,0xb1606df5,,11,1,1,0,0xd,0x98,0xc9,0,0,0
RUN-000410,RUN-000410-T0009,RUN-000410-S02,reg_sweep_seq,WRITE,275718,275894,13785,15,1,0,0,0x5b65,0xa6907e1e,,0xa6907e1e,0xa6907e1e,MATCH,,APB_WR,0x5b65,1,0xa6907e1e,,2,1,1,0,0x3,0x05,0x11,0,0,0
RUN-000411,RUN-000411-T0000,RUN-000411-S00,uart_loopback_seq,READ,197501,197667,19750,0,0,1,3,0x8aac,,0xe4968cf0,0xe4968cf0,0xe4968cf0,MATCH,,APB_RD,0x8aac,0,,0xe4968cf0,1,1,1,0,,0xb4,0x25,0,0,0
RUN-000411,RUN-000411-T0001,RUN-000411-S00,uart_loopback_seq,WRITE,265438,265479,26543,2,3,2,2,0x7d70,0x122168d0,,0x122168d0,0x122168d0,MATCH,,APB_WR,0x7d70,1,0x122168d0,,3,1,1,0,0xa,0xb4,0x48,0,0,0
RUN-000411,RUN-000411-T0002,RUN-000411-S00,uart_loopback_seq,WRITE,332939,333217,33293,1,2,3,0,0xbc3d,0xaf55b456,,0xaf55b456,0xaf55b456,MATCH,,APB_WR,0xbc3d,1,0xaf55b456,,1,1,1,0,0xa,0x91,0x4a,0,0,0
RUN-000411,RUN-000411-T0003,RUN-000411-S00,uart_loopback_seq,WRITE,357159,357203,35715,6,3,2,1,0x0c72,0xaeb2b298,,0xaeb2b298,0xaeb2b298,MATCH,,APB_WR,0x0c72,1,0xaeb2b298,,4,1,1,0,0xa,0x71,0xdf,0,0,0
RUN-000411,RUN-000411-T0004,RUN-000411-S01,uart_loopback_seq,READ,379137,379418,37913,5,1,1,3,0x7d93,,0xf3b85fcd,0xf3b85fcd,0xf3b85fcd,MATCH,,APB_RD,0x7d93,0,,0xf3b85fcd,8,1,1,0,,0xc0,0xae,0,0,0
RUN-000411,RUN-000411-T0005,RUN-000411-S01,uart_loopback_seq,WRITE,401893,401950,40189,2,3,2,0,0x6fd7,0xfb550f4a,,0xfb550f4a,0xfb550f4a,MATCH,,APB_WR,0x6fd7,1,0xfb550f4a,,4,1,1,0,0x0,0x5a,0x2c,0,0,0
RUN-000411,RUN-000411-T0006,RUN-000411-S01,uart_loopback_seq,WRITE,428812,428886,42881,4,0,2,0,0x9301,0x6d601d26,,0x6d601d26,0x6d601d26,MATCH,,APB_WR,0x9301,1,0x6d601d26,,2,1,1,0,0xf,0xa5,0x8f,0,0,0
RUN-000411,RUN-000411-T0007,RUN-000411-S01,uart_loopback_seq,WRITE,493761,493863,49376,0,1,0,0,0x7143,0xce69b16d,,0xce69b16d,0xce69b16d,MATCH,,APB_WR,0x7143,1,0xce69b16d,,8,1,1,0,0xf,0x7f,0xfc,0,0,0
RUN-000411,RUN-000411-T0008,RUN-000411-S02,uart_loopback_seq,WRITE,513558,513636,51355,1,1,0,1,0x9df9,0x34015a0c,,0x34015a0c,0x34015a0c,MATCH,,APB_WR,0x9df9,1,0x34015a0c,,6,1,1,0,0xa,0x3b,0x08,0,0,0
RUN-000411,RUN-000411-T0009,RUN-000411-S02,uart_loopback_seq,READ,552977,553057,55297,5,0,2,3,0x7a91,,0x4f8a75fe,0x4f8a75fe,0x4f8a75fe,MATCH,,APB_RD,0x7a91,0,,0x4f8a75fe,2,1,1,0,,0x2d,0x7c,0,0,0
RUN-000412,RUN-000412-T0000,RUN-000412-S00,reg_sweep_seq,WRITE,137075,137288,6853,6,3,2,1,0x9f34,0x45861ef4,,0x45861ef4,0x45861ef4,MATCH,,APB_WR,0x9f34,1,0x45861ef4,,7,1,1,0,0x3,0x23,0xa7,0,0,0
RUN-000412,RUN-000412-T0001,RUN-000412-S00,reg_sweep_seq,READ,143543,143591,7177,5,1,2,3,0x7107,,0x4cfa5179,0x4cfa5179,0x4cfa5179,MATCH,,APB_RD,0x7107,0,,0x4cfa5179,3,1,1,0,,0x40,0x40,0,0,0
RUN-000412,RUN-000412-T0002,RUN-000412-S00,reg_sweep_seq,WRITE,155611,155761,7780,1,3,1,2,0x9f35,0x646ef86c,,0x646ef86c,0x646ef86c,MATCH,,APB_WR,0x9f35,1,0x646ef86c,,6,1,1,0,0xb,0x72,0x69,0,0,0
RUN-000412,RUN-000412-T0003,RUN-000412-S00,reg_sweep_seq,WRITE,179363,179406,8968,5,1,0,0,0x3a87,0x64075878,,0x64075878,0x64075878,MATCH,,APB_WR,0x3a87,1,0x64075878,,7,1,1,0,0x9,0xb6,0xad,0,0,0
RUN-000412,RUN-000412-T0004,RUN-000412-S01,reg_sweep_seq,WRITE,208748,208843,10437,7,0,3,3,0xa5b9,0xc696a609,,0xc696a609,0xc696a609,MATCH,,APB_WR,0xa5b9,1,0xc696a609,,3,1,1,0,0x3,0x96,0x91,0,0,0
RUN-000412,RUN-000412-T0005,RUN-000412-S01,reg_sweep_seq,WRITE,281803,,14090,0,2,3,2,0x95db,0xe6f954c3,,0xe6f954c3,,TIMEOUT,B_APB_0x55,APB_WR,0x95db,1,0xe6f954c3,,8,1,0,1,0xb,0xdc,0xd7,0,0,0
RUN-000412,RUN-000412-T0006,RUN-000412-S01,reg_sweep_seq,READ,302354,302383,15117,6,2,1,2,0xcbdb,,0xa5fa3535,0xa5fa3535,0xa5fa3535,MATCH,,APB_RD,0xcbdb,0,,0xa5fa3535,7,1,1,0,,0x63,0x54,0,0,0
RUN-000412,RUN-000412-T0007,RUN-000412-S01,reg_sweep_seq,READ,314012,314274,15700,3,2,0,2,0x753f,,0x940d92c7,0x940d92c7,0x940d92c7,MATCH,,APB_RD,0x753f,0,,0x940d92c7,1,1,1,0,,0xba,0x5e,0,0,0
RUN-000412,RUN-000412-T0008,RUN-000412-S02,reg_sweep_seq,WRITE,314856,315179,15742,6,2,1,3,0xf129,0x1b82391d,,0x1b82391d,0x1b82391d,MATCH,,APB_WR,0xf129,1,0x1b82391d,,1,1,1,0,0xb,0xb9,0xad,0,0,0
RUN-000412,RUN-000412-T0009,RUN-000412-S02,reg_sweep_seq,READ,315390,315417,15769,6,1,2,1,0xadf6,,0x44eeffaa,0x44eeffaa,0x44eeffaa,MATCH,,APB_RD,0xadf6,0,,0x44eeffaa,3,1,1,0,,0x8b,0x3f,0,0,0
RUN-000413,RUN-000413-T0000,RUN-000413-S00,parity_stress_seq,READ,25247,25527,2524,0,2,1,0,0xc4b1,,0x6bf7ab1d,0x6bf7ab1d,0x6bf7ab1d,MATCH,,APB_RD,0xc4b1,0,,0x6bf7ab1d,2,1,1,0,,0x53,0x98,0,0,0
RUN-000413,RUN-000413-T0001,RUN-000413-S00,parity_stress_seq,WRITE,49110,49358,4911,1,1,1,2,0x8be4,0x466a3b6a,,0x466a3b6a,0x466a3b6a,MATCH,,APB_WR,0x8be4,1,0x466a3b6a,,2,1,1,0,0x2,0x36,0xf4,0,0,0
RUN-000413,RUN-000413-T0002,RUN-000413-S00,parity_stress_seq,WRITE,75218,75404,7521,2,3,3,0,0xe2a5,0x31135e08,,0x31135e08,0x31135e08,MATCH,,APB_WR,0xe2a5,1,0x31135e08,,1,1,1,0,0x3,0x2f,0xd7,0,0,0
RUN-000413,RUN-000413-T0003,RUN-000413-S00,parity_stress_seq,WRITE,77717,78019,7771,2,0,0,0,0xed64,0x9c0b74fd,,0x9c0b74fd,0x9c0b74fd,MATCH,,APB_WR,0xed64,1,0x9c0b74fd,,1,1,1,0,0xd,0x12,0x6b,0,0,0
RUN-000413,RUN-000413-T0004,RUN-000413-S01,parity_stress_seq,WRITE,90707,90770,9070,3,2,1,1,0xc9dc,0x4b857242,,0x4b857242,0x4b857242,MATCH,,APB_WR,0xc9dc,1,0x4b857242,,1,1,1,0,0x1,0xb9,0x1e,0,0,0
RUN-000413,RUN-000413-T0005,RUN-000413-S01,parity_stress_seq,WRITE,127026,127190,12702,3,1,1,3,0x560d,0x875f5122,,0x875f5122,0x875f5122,MATCH,,APB_WR,0x560d,1,0x875f5122,,1,1,1,0,0xc,0x51,0xac,0,0,0
RUN-000413,RUN-000413-T0006,RUN-000413-S01,parity_stress_seq,WRITE,181800,181923,18180,1,1,2,0,0x0053,0x58e9228b,,0x58e9228b,0x58e9228b,MATCH,,APB_WR,0x0053,1,0x58e9228b,,2,1,1,0,0x5,0x10,0xc1,0,0,0
RUN-000413,RUN-000413-T0007,RUN-000413-S01,parity_stress_seq,WRITE,185474,185674,18547,0,2,3,2,0xc48c,0x3903ab00,,0x3903ab00,0x3903ab00,MATCH,,APB_WR,0xc48c,1,0x3903ab00,,2,1,1,0,0x1,0xc1,0x1a,0,0,0
RUN-000413,RUN-000413-T0008,RUN-000413-S02,parity_stress_seq,READ,212193,212481,21219,1,0,0,2,0xec45,,0xa249ce01,0xa249ce01,0xa249ce01,MATCH,,APB_RD,0xec45,0,,0xa249ce01,3,1,1,0,,0xd6,0x44,0,0,0
RUN-000413,RUN-000413-T0009,RUN-000413-S02,parity_stress_seq,READ,214615,214961,21461,1,0,2,2,0x45c1,,0x12298a7f,0x12298a7f,0x12298a7f,MATCH,,APB_RD,0x45c1,0,,0x12298a7f,4,1,1,0,,0xf3,0x2f,0,0,0
RUN-000414,RUN-000414-T0000,RUN-000414-S00,uart_loopback_seq,WRITE,15859,16042,792,0,2,1,0,0xe5be,0x6f438d72,,0x6f438d72,0x6f438d72,MATCH,,APB_WR,0xe5be,1,0x6f438d72,,4,1,1,0,0x9,0x43,0xea,0,0,0
RUN-000414,RUN-000414-T0001,RUN-000414-S00,uart_loopback_seq,READ,68681,68990,3434,2,1,1,1,0x8843,,0x023af444,0x023af444,0x023af444,MATCH,,APB_RD,0x8843,0,,0x023af444,4,1,1,0,,0x18,0x97,0,0,0
RUN-000414,RUN-000414-T0002,RUN-000414-S00,uart_loopback_seq,WRITE,145547,145710,7277,3,2,1,3,0xf355,0xeaa9e49b,,0xeaa9e49b,0xeaa9e49b,MATCH,,APB_WR,0xf355,1,0xeaa9e49b,,1,1,1,0,0x9,0x3e,0x23,0,0,0
RUN-000414,RUN-000414-T0003,RUN-000414-S00,uart_loopback_seq,READ,163306,163356,8165,1,2,1,2,0x2d7b,,0xcf768792,0xcf768792,0xcf768792,MATCH,,APB_RD,0x2d7b,0,,0xcf768792,3,1,1,0,,0xc1,0x76,0,0,0
RUN-000414,RUN-000414-T0004,RUN-000414-S01,uart_loopback_seq,WRITE,187319,187717,9365,1,1,1,2,0x6320,0x3008cf42,,0x3008cf42,0x3008cf42,MATCH,,APB_WR,0x6320,1,0x3008cf42,,4,1,1,0,0xe,0x7d,0x13,0,0,0
RUN-000414,RUN-000414-T0005,RUN-000414-S01,uart_loopback_seq,READ,191319,191607,9565,3,1,2,0,0x335c,,0xe21f7cb1,0xe21f7cb1,0xe21f7cb1,MATCH,,APB_RD,0x335c,0,,0xe21f7cb1,2,1,1,0,,0x10,0x1a,0,0,0
RUN-000414,RUN-000414-T0006,RUN-000414-S01,uart_loopback_seq,WRITE,259745,259941,12987,3,1,3,0,0xac88,0xcdfffbd2,,0xcdfffbd2,0xcdfffbd2,MATCH,,APB_WR,0xac88,1,0xcdfffbd2,,3,1,1,0,0x7,0x34,0xbf,0,0,0
RUN-000414,RUN-000414-T0007,RUN-000414-S01,uart_loopback_seq,READ,275504,275657,13775,1,2,0,0,0x8df8,,0x6fbfaf7f,0x6fbfaf7f,0x6fbfaf7f,MATCH,,APB_RD,0x8df8,0,,0x6fbfaf7f,3,1,1,0,,0x85,0xd1,0,0,0
RUN-000414,RUN-000414-T0008,RUN-000414-S02,uart_loopback_seq,WRITE,277174,277195,13858,1,1,0,1,0x860a,0x1a1fb33f,,0x1a1fb33f,0x1a1fb33f,MATCH,,APB_WR,0x860a,1,0x1a1fb33f,,1,1,1,0,0xa,0x57,0x5a,0,0,0
RUN-000414,RUN-000414-T0009,RUN-000414-S02,uart_loopback_seq,WRITE,364065,364415,18203,3,1,3,0,0x0e50,0x08feda34,,0x08feda34,0x08feda34,MATCH,,APB_WR,0x0e50,1,0x08feda34,,4,1,1,0,0x0,0xa7,0x4d,0,0,0
RUN-000415,RUN-000415-T0000,RUN-000415-S00,reset_recovery_seq,READ,2093,2483,104,1,0,0,3,0xc309,,0x772df092,0x772df092,0x772df092,MATCH,,APB_RD,0xc309,0,,0x772df092,4,1,1,0,,0x19,0x19,0,0,0
